ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118893934550,Shop Leadership,North Carolina - Charlotte Shop,80,Agree,80,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Being able to educate employees on the things I have learned from working here 28 years and i feel respected for that.,Learning & Growth,There is nothing I can think of that I don't enjoy my job for. I love my job.,No Complaints,Extremely satisfied,100,Nothing I have enjoyed my work experience here at steelfab,No Changes Needed,I would like to say thanks for providing me and others with a great company to work for.,Gratitude & Appreciation
id-118893943719,Pre-Con/Sales,Georgia - Atlanta Office,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,"The people at the office and clients I get to interact with daily. The variety of projects we chase. I enjoy how each day is different (from traveling some days to working in the office to interacting with local clients). And finally, the impact we make in the construction industry and being able to proudly claim the work we have completed.",People & Relationships,Losing bids. Hounding vendors for quotes or clients for project updates.,Other,Satisfied,80,"Sick day/PTO policy divide. Having a separate set of sick days would greatly improve the benefit policy.    CRM platform - having a platform similar to Salesforce to keep track of projects, clients, campaigns, etc. would greatly increase the organization and efficiency of the company.",Work-Life Balance,Thank you for taking the time and initiative to listen to our thoughts and input. ,Gratitude & Appreciation
id-118893944834,Quality Control,South Carolina - Florence Office and Shop,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,"As a member of quality control, it brings be great joy to make sure that the quality of work done by our plant is of the highest standard. ",Making an Impact,Dealing with people that don't take pride in their work.,Interpersonal Issues,Extremely satisfied,100,I wish I had started working here a lot sooner than I did. ,No Changes Needed,Steel Fab is A great company to work for and I hope to spend the rest of my working career with the company and see all the progress we make together. ,Gratitude & Appreciation
id-118893971616,Purchasing,Georgia - Dublin Shop,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,I enjoy the people and the work itself.,People & Relationships,Unrealistic expectations of Project Managers when asking for items to be shipped quicker than possible to job sites. ,Management & Leadership,Extremely satisfied,100,My experience has been great. I can't think of anyway to improve it.,No Changes Needed,"I wish ""new"" Project Managers would be required to spend time doing an ""internship"" with purchasing and the shop to better understand our jobs/capabilities. ",Company Policy
id-118893972732,Purchasing,South Carolina - Florence Office and Shop,80,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,The environment feels more like family then coworkers. ,People & Relationships,The differences between treatment of the office and shop staff.  ,Interpersonal Issues,Satisfied,80,Optional work from home hours when needed for office staff (esp. when sick or have children)   ,Work-Life Balance,,No Response
id-118893976870,Detailing,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),80,Agree,80,Strongly agree,100,Strongly agree,100,Disagree,40,Neither agree nor disagree,60,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,The actual work.  I love steel detailing.,Other,Nothing.,No Complaints,Extremely satisfied,100,I would change nothing.,No Changes Needed,,No Response
id-118893992355,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,I like that my position is flexable. I can do my job from at the office or at home. But I also enjoy my coworkers. ,Autonomy & Independence,Feeling like I am constantly watched,Management & Leadership,Extremely satisfied,100,Less micromanagement.   ,Management & Leadership,,No Response
id-118894042629,Project Management,Oregon - Portland Office,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,The people and projects I work on ,People & Relationships,the craziness that is project management ,Process & Efficiency,Extremely satisfied,100,clear path to project management ,Communication,,No Response
id-118894046242,Detailing,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Being able to see the lifespan of projects from concept thru erection - especially seeing the impact that our shop details has on the shop fabrication process.,Making an Impact,The number of hours that have to be worked in order to stay ahead of various commitments/responsibilities.,Workload & Hours,Satisfied,80,"I would like more feedback on the impact detailing has/had on the overall success of projects.  Often, I am concerned about projects that exceed the estimated detailing cost, but never hear whether that had any impact of the profitability of the project (good or bad).",Communication,I am grateful to be a part of the success and growth of SteelFab over the years.  I do feel like our growth has contributed to a sense of being more isolated from other departments (especially in other geographical locations).,Gratitude & Appreciation
id-118894083090,Estimating,Oregon - Tangent Office and Shop,80,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,"Collaboration with others, and across departments",People & Relationships,Working with the occasional customer who's values don't align with our own.,Interpersonal Issues,Extremely satisfied,100,"perception is that all the affiliate's have a similar foundation of how to do the work, but different ways of completing the work.   Are there SOP's for estimating / project management that can be shared with the team as a refresher?",Training & Development,,No Response
id-118894783635,Project Management,North Carolina - Raleigh Office,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,the team is a good group of people and personalities with minimal conflict,People & Relationships,overall I am satisfied,No Complaints,Satisfied,80,cannot think of any response at the moment,No Changes Needed,,No Response
id-118894860960,Quality Control,Arizona - Phoenix Shop,80,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,The QC team around me,People & Relationships,the plant manager severely micromanaging everything,Management & Leadership,Satisfied,80,-1 job schedules moving up creating a unnecessary time crunch.  -2 I would remove the micromanaging and patronizing culture of plant management.,Management & Leadership,,No Response
id-118894919750,Estimating,South Carolina - York Office and Shop,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Being able to interact with so many people and make the company money.,People & Relationships,Nothing.  ,No Complaints,Satisfied,80,Nothing,No Changes Needed,,No Response
id-118895942158,Shop Employee,Georgia - Dublin Shop,80,Agree,80,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,ability to continue growing and learning more,Learning & Growth,,No Response,Satisfied,80,MORE PTO FOR EMPLOYEES THAT HAVE WORKED OVER 15YEARS  MORE TRAININGS FOR EMPLOYEES AT WORK.,Work-Life Balance,OVERALL STEELFAB HAS BEEN A WONDERFUL COMPANY TO WORK FOR. IT'S A BLESSING TO WORK FOR THIS COMPANY AND GROW IN IT.,Gratitude & Appreciation
id-118896057856,Estimating,Washington - Spokane Shop,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Disagree,40,Disagree,40,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,"I look at my job as solving puzzles, how does everything fit together?  Every project has something new in it, being able to figure out how everything goes together is the battle.",Challenges & Problem Solving,"The time crunch, usually I feel like I'm behind in meeting the schedule.  when I feel rushed, I feel mistakes happen that can jeopardize completing the estimate.",Workload & Hours,Satisfied,80,"Interactivity, I sometimes feel that all I do is work...",Workload & Staffing,,No Response
id-118896058419,Purchasing,Washington - Spokane Shop,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,The opportunity and support to be successful in doing good & hard work.,Work Environment & Culture,Lack of buy-in from others.,Interpersonal Issues,Satisfied,80,More structured training. It sometimes feels as if institutional knowledge is too heavily relied on.,Training & Development,,No Response
id-118896173833,Shop Leadership,Washington - Spokane Shop,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Love my Co Workers,People & Relationships,Being under the gun on ship dates.,Workload & Hours,Satisfied,80,"More variety in projects, it's been a long time since we have done a bridge or anything like that.",Workload & Staffing,,No Response
